MGI.symbol,HGNC.symbol
Aldh3b2,ALDH3B2
Ffar4,FFAR4
Pts,PTS
Tceal7,TCEAL7
Yap1,YAP1
Tgif1,TGIF1
Cyth4,CYTH4
Kcns2,KCNS2
Eno3,ENO3
Fem1c,FEM1C
Sbds,SBDS
Abhd14b,ABHD14B
Dcaf12l2,DCAF12L1
Dcaf12l2,DCAF12L2
Cldn16,CLDN16
Cd180,CD180
Zfp3,ZFP3
Hunk,HUNK
Scn9a,SCN9A
Igip,IGIP
Stard5,STARD5
Tspyl2,TSPYL2
Olfr577,OR51G2
Cnih4,CNIH4
Rtraf,RTRAF
Fbxo45,FBXO45
Gpr152,GPR152
Taf11,TAF11
Cd1d1,CD1D
Etfb,ETFB
Dpy30,DPY30
Vps39,VPS39
Spag9,SPAG9
Inmt,INMT
Inmt,INMT-MINDY4
Oas1d,OAS1
Mettl23,METTL23
Csrnp2,CSRNP2
Ftsj3,FTSJ3
Olfr78,OR51E2
Stard3,STARD3
Rsu1,RSU1
Trappc6a,TRAPPC6A
Chgb,CHGB
Gprc5d,GPRC5D
Egf,EGF
Calca,CALCA
Trim58,TRIM58
Pak2,PAK2
Snx17,SNX17
2610001J05Rik,SMIM30
Cenpl,CENPL
Crygd,CRYGD
March1,MARCH1
Trmt12,TRMT12
S1pr1,S1PR1
Lamp5,LAMP5
Sox13,SOX13
Klk11,KLK11
Hic2,HIC2
Tbc1d2b,TBC1D2B
Chd3os,RNF227
Pou6f2,POU6F2
Acot6,ACOT6
Csf1,CSF1
Pias3,PIAS3
Slc46a2,SLC46A2
Zw10,ZW10
Fgd2,FGD2
Tmigd1,TMIGD1
Lysmd3,LYSMD3
Hsd17b11,HSD17B11
Phf12,PHF12
H2-K1,HLA-A
H2-K1,HLA-G
H2-K1,HLA-F
H2-K1,HLA-E
Nptxr,NPTXR
Samm50,SAMM50
Ncapg2,NCAPG2
Ccdc33,CCDC33
Chrm3,CHRM3
Plxna3,PLXNA3
Slc25a34,SLC25A34
Gnpda2,GNPDA2
Inhba,INHBA
Slc25a43,SLC25A43
H2-Q6,HLA-A
H2-Q6,HLA-G
H2-Q6,HLA-F
H2-Q6,HLA-E
Fthl17c,FTHL17
Slc34a1,SLC34A1
Slc17a7,SLC17A7
Per1,PER1
Nmnat2,NMNAT2
Nkain2,NKAIN2
Kcng3,KCNG3
Ighv1-62-3,IGHV1-2
Ighv1-62-3,IGHV1-3
Ighv1-62-3,IGHV1-18
Ighv1-62-3,IGHV1-45
Ighv1-62-3,IGHV1-58
Etd,ETDB
Etd,ETDC
Etd,ETDA
Acox2,ACOX2
Lrp2,LRP2
Acot2,ACOT1
Acot2,ACOT2
Was,WAS
Hydin,HYDIN
Asgr2,ASGR2
P2rx4,P2RX4
Ddit4l,DDIT4L
Tanc2,TANC2
Cldn34c2,CLDN34
Glod5,GLOD5
D17H6S53E,C6orf47
Rab2b,RAB2B
Eif4ebp2,EIF4EBP2
Dtx4,DTX4
Sypl2,SYPL2
Foxg1,FOXG1
Wdr5,WDR5
Dnase1l2,DNASE1L2
2210408I21Rik,KIAA0825
Samd14,SAMD14
Zhx1,ZHX1
Slc6a13,SLC6A13
Lrrc34,LRRC34
Slc25a19,SLC25A19
Fam234b,FAM234B
Rab15,RAB15
Gigyf2,GIGYF2
Dock4,DOCK4
Rps23,RPS23
Aunip,AUNIP
Lrrd1,LRRD1
Kcnj13,KCNJ13
Nfkbia,NFKBIA
Bms1,BMS1
Zpbp2,ZPBP2
Lrrc26,LRRC26
Trim40,TRIM40
Spg20,SPART
Rif1,RIF1
Slc9a4,SLC9A4
G6pd2,G6PD
Sar1a,SAR1A
Gm2163,FAM205A
Adck1,ADCK1
Cysrt1,CYSRT1
Fzd9,FZD9
Olfr437,OR2A2
Zfp467,ZNF467
Vmn1r12,VN1R5
Acot4,ACOT4
Zfp397,ZNF397
Cenph,CENPH
Grap,GRAP
Grap,GRAPL
Pitx2,PITX2
Pot1a,POT1
Gm10639,GSTA2
Gm10639,GSTA1
Gm10639,GSTA5
Kdm4b,KDM4B
S1pr3,S1PR3
Rassf10,RASSF10
Saraf,SARAF
Fam170a,FAM170A
Rbm8a2,RBM8A
Fmo3,FMO3
Olfr1217,OR4C15
Hsd17b10,HSD17B10
Acsl5,ACSL5
Ltk,LTK
Ggt7,GGT7
Slc36a3,SLC36A3
Pparg,PPARG
Prrt4,PRRT4
Gpr4,GPR4
Gm21677,RBMY1A1
Gm21677,RBMY1B
Gm21677,RBMY1D
Gm21677,RBMY1E
Gm21677,RBMY1F
Gm21677,RBMY1J
Rinl,RINL
Khdrbs3,KHDRBS3
Chst5,CHST6
Chst5,CHST5
Zbtb6,ZBTB6
Olfr1495,OR10Q1
Zfp740,ZNF740
Ccdc66,CCDC66
Setd6,SETD6
Gpbp1l1,GPBP1L1
Crispld2,CRISPLD2
Sfmbt1,SFMBT1
Ggt5,GGT5
Cckbr,CCKBR
Sparcl1,SPARCL1
Olfr1254,OR4A16
Galnt11,GALNT11
Lig1,LIG1
Ptgis,PTGIS
Spc25,SPC25
Zar1l,ZAR1L
5730559C18Rik,INAVA
Capn8,CAPN8
Nuf2,NUF2
Ipo9,IPO9
Gins4,GINS4
Ptpn18,PTPN18
Gm3250,KRTAP10-12
Gm3250,KRTAP10-8
Gm3250,KRTAP10-5
Gm3250,KRTAP10-1
Gm3250,KRTAP10-9
Gm3250,KRTAP10-11
Gm3250,KRTAP10-2
Gm3250,KRTAP10-7
Gm3250,KRTAP10-4
Gm3250,KRTAP10-6
Gm3250,KRTAP10-10
Gm3250,KRTAP10-3
Gzmd,GZMH
Hdac6,HDAC6
Acp4,ACP4
Tnfrsf1a,TNFRSF1A
Arrdc2,ARRDC2
Akap4,AKAP4
Pdzrn3,PDZRN3
Gm10477,CT45A1
Gm10477,CT45A3
Gm10477,CT45A5
Gm10477,CT45A6
Prickle3,PRICKLE3
Fam193a,FAM193A
Acbd5,ACBD5
Aknad1,AKNAD1
Larp6,LARP6
Ppm1j,PPM1J
Sort1,SORT1
Gpr158,GPR158
Hmox1,HMOX1
Cldn34c1,CLDN34
Cog3,COG3
Trim24,TRIM24
Islr,ISLR
Snx24,SNX24
Rgs9,RGS9
Kctd7,KCTD7
Timmdc1,TIMMDC1
Olfr850,OR7G2
Olfr624,OR51V1
Hnrnpm,HNRNPM
Marveld2,MARVELD2
Slc2a12,SLC2A12
Pcdhgb4,PCDHGB4
Ubiad1,UBIAD1
Obscn,OBSCN
Relb,RELB
Odf2l,ODF2L
Olfr1225,OR4C15
Mcm3,MCM3
Mcub,MCUB
Arnt2,ARNT2
Uncx,UNCX
Dnah6,DNAH6
Fgf10,FGF10
Ccl28,CCL28
Ackr1,ACKR1
Olfr640,OR51I1
Prpf4,PRPF4
Olfr1232,OR4C15
Mcrs1,MCRS1
Snx15,SNX15
P2ry1,P2RY1
Sbk2,SBK2
Zfhx3,ZFHX3
Ccr3,CCR3
Mcoln3,MCOLN3
Prmt7,PRMT7
Ppp2r5c,PPP2R5C
Ift43,IFT43
Bik,BIK
Osbpl8,OSBPL8
Trav9d-3,TRAV8-1
Acsl3,ACSL3
Fzd10,FZD10
Pld2,PLD2
Trim10,TRIM10
Ighv1-63,IGHV1-2
Ighv1-63,IGHV1-3
Ighv1-63,IGHV1-18
Ighv1-63,IGHV1-45
Ighv1-63,IGHV1-58
Glt6d1,GLT6D1
Sgtb,SGTB
Ptprs,PTPRS
Epn1,EPN1
Olfr1467,OR5B3
Ighv1-52,IGHV1-2
Ighv1-52,IGHV1-3
Ighv1-52,IGHV1-18
Ighv1-52,IGHV1-45
Ighv1-52,IGHV1-58
Armc1,ARMC1
Ncoa7,NCOA7
Ccdc159,CCDC159
Gm648,CT45A1
Gm648,CT45A3
Gm648,CT45A5
Gm648,CT45A6
Vmo1,VMO1
Psmd9,PSMD9
Urod,UROD
Myo3a,MYO3A
Gsdma,GSDMA
1700011L22Rik,C4orf51
Noxred1,NOXRED1
Olfr1155,OR5D16
Cd22,CD22
Tmem41a,TMEM41A
Pcgf5,PCGF5
Mpv17,MPV17
Scd4,SCD
Prss50,PRSS50
Ccdc130,CCDC130
Bahcc1,BAHCC1
Dmac2,DMAC2
Ndrg1,NDRG1
Lepr,LEPR
Aarsd1,AARSD1
Nvl,NVL
Grm1,GRM1
Slc25a33,SLC25A33
Zfy1,ZFY
Psen2,PSEN2
Zbtb41,ZBTB41
Calhm2,CALHM2
Rrp9,RRP9
Gm14548,LILRB3
Gm14548,LILRA6
Gm14548,LILRB5
Gm14548,LILRA4
Gm14548,LILRA5
Cth,CTH
Gosr2,GOSR2
Cpne5,CPNE5
Tmem178b,TMEM178B
Dusp23,DUSP23
Fam91a1,FAM91A1
Cfap45,CFAP45
Otogl,OTOGL
4930435E12Rik,C3orf30
Gpatch2,GPATCH2
Dctn2,DCTN2
Plekhm3,PLEKHM3
Zfp367,ZNF367
Mapk10,MAPK10
Bsnd,BSND
Trim36,TRIM36
Serpina1b,SERPINA1
Atp5j,ATP5PF
Snx2,SNX2
Slc26a10,SLC26A10
Lonp1,LONP1
Dtx3,DTX3
Gsdma3,GSDMA
Mab21l2,MAB21L2
Sele,SELE
Gm42957,PEX11B
Setmar,SETMAR
Vmn1r21,VN1R5
Setd7,SETD7
Rere,RERE
Ido1,IDO1
Ffar3,FFAR3
Ffar3,GPR42
Bcl7b,BCL7B
Eif2d,EIF2D
Alox8,ALOX15B
Ighv9-1,IGHV7-4-1
Ighv9-1,IGHV7-81
Akt2,AKT2
Zfp628,ZNF628
Fbxo34,FBXO34
Cox14,COX14
Gas2l2,GAS2L2
Sstr3,SSTR3
Xpc,XPC
Smox,SMOX
Bcl2l14,BCL2L14
Zc3h13,ZC3H13
Crisp2,CRISP2
Dab2,DAB2
Mef2c,MEF2C
Arpc2,ARPC2
Serpina1c,SERPINA1
Cntn2,CNTN2
Abhd17b,ABHD17B
Agap2,AGAP2
Chrne,CHRNE
Clca2,CLCA2
Zfp874b,ZNF738
Zfp874b,ZNF670-ZNF695
Cep350,CEP350
Ufsp1,UFSP1
Zfp455,ZNF738
Zfp455,ZNF670-ZNF695
Eaf2,EAF2
Fam207a,FAM207A
Cnbd2,CNBD2
Pcnx2,PCNX2
Atp2a1,ATP2A1
Smn1,SMN2
Smn1,SMN1
Lrba,LRBA
Fras1,FRAS1
Snapc5,SNAPC5
Tesk1,TESK1
Scly,SCLY
Olfr1199,OR4C16
Lhfpl2,LHFPL2
Cldn14,CLDN14
Smarcad1,SMARCAD1
Gpr45,GPR45
Olfr635,OR51Q1
Zpbp,ZPBP
Zfp800,ZNF800
Cldn15,CLDN15
Klk12,KLK12
Npy,NPY
Hmgxb4,HMGXB4
Serinc1,SERINC1
Cdh26,CDH26
Csnk2a2,CSNK2A2
Mterf1b,MTERF1
Tox2,TOX2
Inpp5j,INPP5J
Slc30a8,SLC30A8
Proca1,PROCA1
Slc35a1,SLC35A1
Ino80c,INO80C
Arhgef25,ARHGEF25
Scp2d1,SCP2D1
Kat8,KAT8
Wac,WAC
Mapk8ip2,MAPK8IP2
Ggcx,GGCX
Erp29,ERP29
Ighv1-55,IGHV1-2
Ighv1-55,IGHV1-3
Ighv1-55,IGHV1-18
Ighv1-55,IGHV1-45
Ighv1-55,IGHV1-58
Qars,QARS
Mettl2,METTL2B
Mettl2,METTL2A
St5,ST5
Hmgb4,HMGB4
Cyp2u1,CYP2U1
F12,F12
Hddc3,HDDC3
Rpp25l,RPP25L
Gm39566,SPEM3
Ldhal6b,LDHAL6B
Opa3,OPA3
Trabd,TRABD
Hibch,HIBCH
Etfrf1,ETFRF1
Fer1l6,FER1L6
Psmd3,PSMD3
Ccdc180,CCDC180
Ahsg,AHSG
Ighv6-6,IGHV3-15
Ighv6-6,IGHV3-49
Ighv6-6,IGHV3-72
Ighv6-6,IGHV3-73
Olfr1157,OR5L1
Olfr1157,OR5L2
Sertad1,SERTAD1
Il23a,IL23A
Fbxo32,FBXO32
Plcxd3,PLCXD3
Olfr1248,OR4A16
Oxct1,OXCT1
Plekhb2,PLEKHB2
Tubb4b,TUBB4B
Ap3m1,AP3M1
Vmn1r10,VN1R5
Ctxn3,CTXN3
Btk,BTK
Agk,AGK
Sprtn,SPRTN
Sash3,SASH3
Gria3,GRIA3
Akr7a5,AKR7A2
Tubb4a,TUBB4A
Eno1,ENO1
Unc45a,UNC45A
Pabpn1,PABPN1
Brf2,BRF2
Cdk20,CDK20
B9d2,B9D2
Agmat,AGMAT
Ogn,OGN
Adh1,ADH1A
Adh1,ADH1B
Adh1,ADH1C
Olfr1201,OR4C11
1700037C18Rik,C16orf90
Rab21,RAB21
Ostm1,OSTM1
Sec61g,SEC61G
Ctxn1,CTXN1
Ighv1-56,IGHV1-2
Ighv1-56,IGHV1-3
Ighv1-56,IGHV1-18
Ighv1-56,IGHV1-45
Ighv1-56,IGHV1-58
Trpc1,TRPC1
Cnppd1,CNPPD1
Maip1,MAIP1
Wnt2,WNT2
Tbc1d25,TBC1D25
Ngfr,NGFR
Tstd1,TSTD1
Tmigd3,TMIGD3
Slc4a4,SLC4A4
Csf2,CSF2
Gtf2ird1,GTF2IRD1
Hcar1,HCAR1
Rab27b,RAB27B
Nmral1,NMRAL1
Zp2,ZP2
4931414P19Rik,C14orf93
Olfr446,OR2A12
Ddx24,DDX24
Cdk12,CDK12
Upp1,UPP1
Matn2,MATN2
Lcn9,LCN9
Akr1c14,AKR1C1
Akr1c14,AKR1C2
Akr1c14,AKR1C3
Gper1,GPER1
Ppef2,PPEF2
Zmynd15,ZMYND15
Slamf7,SLAMF7
Scml4,SCML4
Cep131,CEP131
Tubgcp5,TUBGCP5
Fmn2,FMN2
Slc1a4,SLC1A4
Olfr294,OR14A2
Map1s,MAP1S
Colgalt1,COLGALT1
Ccnl2,CCNL2
Nat14,NAT14
Lefty2,LEFTY1
Lefty2,LEFTY2
Ccdc149,CCDC149
Itgbl1,ITGBL1
Tmem139,TMEM139
Synj1,SYNJ1
Ifi205,PYHIN1
Ifi205,IFI16
Tcrg-V1,TRGV11
Mctp2,MCTP2
Tmem184a,TMEM184A
Pccb,PCCB
Stx5a,STX5
Actr6,ACTR6
Car2,CA2
Sh2d3c,SH2D3C
Rtl1,RTL1
Acsl6,ACSL6
Nphp3,NPHP3-ACAD11
Nphp3,NPHP3
Olfr728,OR4K1
Tfb2m,TFB2M
Iyd,IYD
Msmb,MSMB
Fam122a,FAM122A
Ntan1,NTAN1
Nabp2,NABP2
Olfr447,OR2A25
Sp2,SP2
Olfr1016,OR9G1
Ccdc190,CCDC190
Mmp27,MMP27
Olfr38,OR2F2
Olfr38,OR2F1
Ddx17,DDX17
Bola2,BOLA2
Trim43b,TRIM43B
Trim43b,TRIM43
Sulf1,SULF1
Vmn1r34,VN1R5
Slc2a5,SLC2A5
Cyp7b1,CYP7B1
Gm3233,KRTAP10-12
Gm3233,KRTAP10-8
Gm3233,KRTAP10-5
Gm3233,KRTAP10-1
Gm3233,KRTAP10-9
Gm3233,KRTAP10-11
Gm3233,KRTAP10-2
Gm3233,KRTAP10-7
Gm3233,KRTAP10-4
Gm3233,KRTAP10-6
Gm3233,KRTAP10-10
Gm3233,KRTAP10-3
Fam149b,FAM149B1
Ilkap,ILKAP
Mlkl,MLKL
Pik3r6,PIK3R6
Plekhm2,PLEKHM2
Smap2,SMAP2
Nyx,NYX
Magee2,MAGEE2
Atg4b,ATG4B
Olfr1436,OR5AN1
Sult4a1,SULT4A1
Baz1b,BAZ1B
Tmem87a,TMEM87A
Ccdc174,CCDC174
Plekha6,PLEKHA6
Twf1,TWF1
Zfp568,ZNF571
Clcn6,CLCN6
Nek7,NEK7
Olfr1309,OR4F15
Fam117a,FAM117A
Smg7,SMG7
Ocln,OCLN
Ckm,CKM
Eif4e3,EIF4E3
Tmem81,TMEM81
Isoc2b,ISOC2
Tmem88b,TMEM88B
Dtnb,DTNB
Sdhaf3,SDHAF3
Fam57a,FAM57A
Rbm15b,RBM15B
Thumpd2,THUMPD2
Gm32802,CDC5L
Lhx4,LHX4
Ttc28,TTC28
Akap13,AKAP13
Mmp20,MMP20
Cd27,CD27
Ntpcr,NTPCR
Akr1c19,AKR1C1
Akr1c19,AKR1C2
Akr1c19,AKR1C3
Dph5,DPH5
Zfp12,ZNF12
Zfp775,ZNF775
Galr2,GALR2
Gm42742,PAGR1
Cntd1,CNTD1
Nox4,NOX4
Wisp2,WISP2
Vim,VIM
Enah,ENAH
Zfp608,ZNF608
Scn2b,SCN2B
Lrrc57,LRRC57
Nrbp1,NRBP1
Thap4,THAP4
Cnga4,CNGA4
Cd1d2,CD1D
Elp2,ELP2
Atox1,ATOX1
Il12rb2,IL12RB2
Nbeal2,NBEAL2
Ppbp,PPBP
Nfatc4,NFATC4
Insm2,INSM2
Miga2,MIGA2
Fam50a,FAM50A
Alx4,ALX4
St6gal2,ST6GAL2
Cldn22,CLDN22
Cldn22,CLDN24
Ccni,CCNI
Il17rc,IL17RC
Khdrbs1,KHDRBS1
Cyp2c29,CYP2C19
Cyp2c29,CYP2C9
Cyp2c29,CYP2C8
Sgms2,SGMS2
Chd8,CHD8
Phldb1,PHLDB1
Pibf1,PIBF1
Ift57,IFT57
Trim55,TRIM55
Iars,IARS
Slc6a4,SLC6A4
Pnpla8,PNPLA8
Eef2kmt,FAM86C1
Calhm1,CALHM1
Rfpl4,RFPL4A
Rfpl4,RFPL4AL1
Aldh1l1,ALDH1L1
Pop1,POP1
Idh1,IDH1
Gins2,GINS2
Papolb,PAPOLB
BC016579,C3orf52
Nsl1,NSL1
Grxcr1,GRXCR1
Olfr1218,OR4C15
Lst1,LST1
C3,C3
Ephx1,EPHX1
Spef1,SPEF1
Galr1,GALR1
Arglu1,ARGLU1
Prf1,PRF1
Hectd4,HECTD4
Gypc,GYPC
Gm28845,C2orf80
Sox14,SOX14
Manba,MANBA
Iqch,IQCH
Syngap1,SYNGAP1
Cox4i1,COX4I1
Anks4b,ANKS4B
Ext2,EXT2
Grm2,GRM2
B230118H07Rik,C11orf74
Atg12,ATG12
Slc22a4,SLC22A4
Ermard,ERMARD
Rsl1,ZNF738
Rsl1,ZNF670-ZNF695
Prnp,PRNP
Lgr5,LGR5
Zfp777,ZNF777
Polr3gl,POLR3GL
Hpx,HPX
Serpina3f,SERPINA3
Nop9,NOP9
Cox6c,COX6C
Olfr1251,OR4A16
Ablim3,ABLIM3
Snx4,SNX4
Teddm1b,TEDDM1
Zfand2a,ZFAND2A
Flnc,FLNC
Fndc10,FNDC10
Cbfb,CBFB
Sgk1,SGK1
Fcnb,FCN2
Fcnb,FCN1
Unc13d,UNC13D
Hspe1,HSPE1
Naxe,NAXE
Birc5,BIRC5
Cpxcr1,CPXCR1
Pde7b,PDE7B
Ap1s1,AP1S1
Sp3,SP3
Hnrnpu,HNRNPU
Ighv1-9,IGHV1-2
Ighv1-9,IGHV1-3
Ighv1-9,IGHV1-18
Ighv1-9,IGHV1-45
Ighv1-9,IGHV1-58
Stpg3,STPG3
Mri1,MRI1
Trim43c,TRIM43B
Trim43c,TRIM43
Haao,HAAO
Gata1,GATA1
Olfr104-ps,OR12D2
Olfr104-ps,OR12D1
Elob,ELOB
Gbx1,GBX1
Tab1,TAB1
Idh3a,IDH3A
Cyp3a59,CYP3A5
Cyp3a59,CYP3A7
Cyp3a59,CYP3A7-CYP3A51P
Cyp3a59,CYP3A4
Cyp3a59,CYP3A43
Rbm6,RBM6
Angptl7,ANGPTL7
Fes,FES
Nlrp4b,NLRP4
Ceacam10,PSG3
Ceacam10,PSG8
Ceacam10,PSG1
Ceacam10,PSG2
Ceacam10,PSG11
Ceacam10,PSG4
Ceacam10,PSG6
Ceacam10,PSG7
Ceacam10,PSG5
CK137956,C1orf94
Tceal3,TCEAL5
Rala,RALA
Gm5662,EIF1AX
Calcrl,CALCRL
Cad,CAD
Klhl2,KLHL2
Fbxo48,FBXO48
Gm32717,CDC5L
Ska2,SKA2
4932438H23Rik,C21orf62
Arpc5,ARPC5
Bcl6,BCL6
Try10,PRSS1
Try10,PRSS2
1190005I06Rik,C16orf74
Hbegf,HBEGF
Ppp1r42,PPP1R42
Amy2,AMY2B
Amy2,AMY2A
Amy2,AMY1A
Amy2,AMY1B
Amy2,AMY1C
Ighv8-4,IGHV2-5
Ighv8-4,IGHV2-26
Ighv8-4,IGHV2-70D
Ighv8-4,IGHV2-70
Mzt1,MZT1
Oaf,OAF
Scoc,SCOC
Olfr734,OR4M1
Ckap2,CKAP2
Pkib,PKIB
Pcdhb13,PCDHB6
Usp40,USP40
Fam118a,FAM118A
Adk,ADK
Trp53rkb,TP53RK
Gar1,GAR1
Dolk,DOLK
Gm21319,EIF1AX
Zcrb1,ZCRB1
Nlrp9a,NLRP9
Pgrmc2,PGRMC2
Lrrn1,LRRN1
Nlrp2,NLRP2
Trav6-5,TRAV9-1
Cop1,COP1
Shcbp1l,SHCBP1L
Olfr669,OR52N5
3110079O15Rik,SNORC
Prss36,PRSS36
Bin2,BIN2
Pfdn1,PFDN1
Gab3,GAB3
Dusp13,DUSP13
Il11ra2,IL11RA
Zmat2,ZMAT2
Pcdhgb7,PCDHGB7
Sry,SRY
Plin3,PLIN3
Vmn1r6,VN1R5
Batf,BATF
C8b,C8B
Nicn1,NICN1
Lgi2,LGI2
Stag1,STAG1
Nek2,NEK2
Brinp1,BRINP1
Tppp2,TPPP2
Snap23,SNAP23
Disp1,DISP1
Ercc6l2,ERCC6L2
Cacna1i,CACNA1I
Ralgapa2,RALGAPA2
Tceal5,TCEAL5
Man2b1,MAN2B1
Psme3,PSME3
Wdr83os,WDR83OS
Tspear,TSPEAR
Olfr1137,OR5W2
Shisa9,SHISA9
Gm19402,KRTAP10-12
Gm19402,KRTAP10-8
Gm19402,KRTAP10-5
Gm19402,KRTAP10-1
Gm19402,KRTAP10-9
Gm19402,KRTAP10-11
Gm19402,KRTAP10-2
Gm19402,KRTAP10-7
Gm19402,KRTAP10-4
Gm19402,KRTAP10-6
Gm19402,KRTAP10-10
Gm19402,KRTAP10-3
Galnt17,GALNT17
Dnajc5b,DNAJC5B
Mdga1,MDGA1
Dennd1b,DENND1B
Nrp2,NRP2
Kcnj9,KCNJ9
Olfr1223,OR4C15
Mrps18a,MRPS18A
Pcp2,PCP2
Usp32,USP6
Rnf220,RNF220
Rft1,RFT1
Adprhl2,ADPRHL2
Uaca,UACA
Lyl1,LYL1
Parp9,PARP9
Rcan2,RCAN2
Zfc3h1,ZFC3H1
Eif4b,EIF4B
Zfp445,ZNF445
Mtfr1l,MTFR1L
Prss42,PRSS42
Cish,CISH
Elof1,ELOF1
Hsph1,HSPH1
Rbms3,RBMS3
Fam102b,FAM102B
Tex22,TEX22
Gabbr1,GABBR1
Celsr3,CELSR3
Slco1b2,SLCO1B7
Slco1b2,SLCO1B3
Slco1b2,SLCO1B1
Cryba2,CRYBA2
Camk2n1,CAMK2N1
Zbtb11,ZBTB11
Ccdc28b,CCDC28B
Zfp474,ZNF474
4930486L24Rik,CTSL
Ppp4r4,PPP4R4
Muc16,MUC16
Olfr172,OR5K1
Olfr172,OR5K2
Elmod2,ELMOD2
Ftcd,FTCDNL1
Srp9,SRP9
Diaph3,DIAPH3
Slc22a2,SLC22A2
Kras,KRAS
Usb1,USB1
Tfap2e,TFAP2E
Slc16a13,SLC16A13
Hk2,HK2
Cep19,CEP19
Rev3l,REV3L
Gabra2,GABRA2
Xab2,XAB2
Atad1,ATAD1
Tbc1d13,TBC1D13
Tmem229a,TMEM229A
Olfr92,OR2H1
Olfr92,OR2H2
Pcdhb2,PCDHB2
Duoxa2,DUOXA2
1110012L19Rik,CXorf40A
1110012L19Rik,CXorf40B
Trappc13,TRAPPC13
Pkd1l1,PKD1L1
Rbm3,RBM3
Atp5b,ATP5F1B
Ighv7-3,IGHV3-15
Ighv7-3,IGHV3-49
Ighv7-3,IGHV3-72
Ighv7-3,IGHV3-73
Liph,LIPH
Prox1,PROX1
Rph3a,RPH3A
Spock3,SPOCK3
Rab6a,RAB6D
Ppp1r8,PPP1R8
Cd302,CD302
Huwe1,HUWE1
Tex13c2,TEX13D
Tex13c2,TEX13C
Olfr578,OR51G1
Olfr574,OR51T1
Ing2,ING2
Olig3,OLIG3
Mfsd11,MFSD11
Ufc1,UFC1
Nup50,NUP50
Pmm1,PMM1
Arhgap42,ARHGAP42
Ubxn8,UBXN8
Slc23a2,SLC23A2
Il17b,IL17B
Mfap3,MFAP3
Ercc4,ERCC4
Trbv17,TRBV15
Flt3,FLT3
Fam120b,FAM120B
Dnajb14,DNAJB14
Pgm5,PGM5
Morn2,MORN2
Mcmdc2,MCMDC2
Trbv12-1,TRBV13
Frat2,FRAT2
Fcmr,FCMR
Dupd1,DUPD1
Fntb,FNTB
Tacc2,TACC2
Slc13a4,SLC13A4
Lrrc3,LRRC3
Serpina1a,SERPINA1
Kcnk15,KCNK15
Loxhd1,LOXHD1
4921517D22Rik,C9orf153
Ctrb1,CTRB2
Ctrb1,CTRB1
Amy2a2,AMY2B
Amy2a2,AMY2A
Amy2a2,AMY1A
Amy2a2,AMY1B
Amy2a2,AMY1C
Ano6,ANO6
Peli3,PELI3
Ecm2,ECM2
Prss41,PRSS41
Slc9a3r1,SLC9A3R1
Ighv1-64,IGHV1-2
Ighv1-64,IGHV1-3
Ighv1-64,IGHV1-18
Ighv1-64,IGHV1-45
Ighv1-64,IGHV1-58
Slc7a13,SLC7A13
Cts3,CTSL
Phc2,PHC2
Lamtor3,LAMTOR3
Ubl7,UBL7
Ulk2,ULK2
H1fnt,H1FNT
Tmprss11a,TMPRSS11A
Hoxc6,HOXC6
Bcl2a1c,ST20
Bcl2a1c,BCL2A1
Dhx58,DHX58
Pip5k1b,PIP5K1B
Cited1,CITED1
Senp5,SENP5
Radil,RADIL
B3glct,B3GLCT
Khsrp,KHSRP
Prss3,PRSS1
Prss3,PRSS2
Coq10b,COQ10B
Tm2d2,TM2D2
Mb,MB
Alb,ALB
Klf17,KLF17
Slc35g2,SLC35G2
Cdh6,CDH6
Slc30a5,SLC30A5
Kirrel,KIRREL1
Ptprcap,PTPRCAP
Kcnq2,KCNQ2
Olfr1062,OR8J3
Olfr1062,OR8J1
Fxyd5,FXYD5
Tacr3,TACR3
Rnf19a,RNF19A
Erp27,ERP27
Ncbp2,NCBP2
Tor2a,TOR2A
Olfr218,OR10J3
Gm28778,ORMDL1
Cmtr1,CMTR1
Emp1,EMP1
Akt3,AKT3
Wnt9a,WNT9A
Slc25a30,SLC25A30
Olfr298,OR14A2
Zfp790,ZNF790
Blvrb,BLVRB
Zfp354c,ZNF354C
Stxbp1,STXBP1
Phtf2,PHTF2
Hars2,HARS2
Acadsb,ACADSB
Cyp51,CYP51A1
Olfr1101,OR5T2
Cela1,CELA1
Acvr2b,ACVR2B
Brf1,BRF1
Supt6,SUPT6H
1110004E09Rik,C21orf59
Mta1,MTA1
Ei24,EI24
Chrna4,CHRNA4
Armcx4,ARMCX4
Ccdc89,CCDC89
BC117090,CSTA
Olfr1116,OR10AG1
Col9a2,COL9A2
Ndst2,NDST2
Diaph2,DIAPH2
Ubxn2b,UBXN2B
5430427O19Rik,CXorf21
Trav7d-4,TRAV12-1
Atp6v1g3,ATP6V1G3
Pirb,LILRB3
Pirb,LILRA6
Pirb,LILRB5
Pirb,LILRA4
Pirb,LILRA5
Stx2,STX2
Il1rap,IL1RAP
Actn4,ACTN4
Pfdn5,PFDN5
Rarg,RARG
2310007B03Rik,C2orf54
Mapk14,MAPK14
Mon1b,MON1B
Saxo2,SAXO2
Slc22a21,SLC22A5
Cln5,CLN5
Gng4,GNG4
9130008F23Rik,C6orf141
Rnf149,RNF149
Gm2001,UBL5
Dclk2,DCLK2
Elfn2,ELFN2
Sdk1,SDK1
Anxa8,ANXA8
